time, A, V, D
1254252,1.1700001,-566.1542,-5563727.5
1254270,1.07448,-545.95386,-5574292.5
1254284,0.93316805,-531.9003,-5581837.5
1254302,0.6803809,-517.3784,-5591281.0
1254318,0.41270855,-508.6337,-5599489.0
1254335,0.15610513,-503.79877,-5608094.5
1254352,0.0,-502.47186,-5616648.0
1254369,-0.55,-504.08826,-5624197.0
1254386,-0.62152004,-514.0462,-5633869.5
1254403,-0.7164321,-525.4188,-5642705.0
1254418,-0.8013793,-536.8024,-5650671.5
1254436,-0.92,-550.0322,-5659366.0
1254451,-0.93952,-563.97864,-5668835.0
1254469,-0.967232,-581.1394,-5679141.0
1254486,-0.92385924,-597.2137,-5689157.0
1254501,-0.6858356,-609.2864,-5698206.0
1254517,-0.31902137,-617.32526,-5708019.0
1254534,0.23706713,-618.02185,-5718519.5
1254553,1.5,-601.5197,-5730105.0
1254568,1.3900001,-580.7963,-5738381.0
1254585,1.2864802,-558.04626,-5748630.5
1254601,1.1123681,-538.85547,-5757405.5
1254618,0.58000004,-522.7573,-5765898.5
1254635,0.24000001,-514.4975,-5774715.0
1254651,0.14048001,-511.45364,-5783435.5
1254668,-0.19,-510.3298,-5791610.0
1254684,-0.23752001,-513.74994,-5800314.5
1254701,-0.310032,-518.4041,-5809088.0
1254718,-0.52,-524.03265,-5817427.5
1254735,-0.65999997,-532.7968,-5826410.5
1254753,-0.75,-544.3187,-5836104.5
1254768,-0.74952006,-555.5651,-5844903.5
1254785,-0.74923205,-568.3045,-5854456.5
1254802,-0.76505923,-581.17596,-5864227.0
1254819,-0.7985556,-594.4667,-5874220.0
1254836,-0.8106534,-608.14496,-5884442.0
1254853,-0.51,-619.5492,-5893649.5
1254867,-0.31351998,-625.31384,-5903608.5
1254886,0.0,-628.2923,-5915518.0
1254900,0.41647997,-625.37695,-5924293.5
1254920,0.658368,-614.6285,-5936693.5
1254934,0.7675008,-604.6474,-5945228.5
1254952,0.99,-590.9073,-5955390.5
1254968,0.95000005,-576.1737,-5964727.0
1254984,0.87448,-561.5779,-5974398.0
1255001,0.685168,-548.32086,-5983832.0
1255019,0.44358084,-538.1621,-5993610.5
1255034,0.2146285,-533.2255,-6001646.0
1255052,-0.25,-531.4012,-6010695.5
1255068,-0.29352003,-535.7493,-6019766.5
1255084,-0.37563205,-541.10254,-6028381.5
1255102,-0.48089927,-548.81134,-6038190.5
1255119,-0.56005955,-557.6595,-6047595.5
1255135,-0.60755575,-567.0004,-6056593.0
1255152,-0.6320535,-577.5371,-6066321.5
1255167,-0.6627521,-587.24817,-6075057.5
1255184,-0.7051713,-598.8755,-6085139.5
1255201,-0.7426228,-611.18176,-6095425.0
1255218,-0.73309374,-623.72534,-6105921.5
1255236,-0.6353763,-636.04156,-6117259.5
1255251,-0.4207458,-643.96246,-6126859.5
1255267,0.0,-647.3284,-6137190.0
1255284,0.36047998,-644.26434,-6148168.5
1255302,0.65676796,-635.10913,-6159683.0
1255317,0.8105408,-624.1043,-6169127.0
1255335,0.85080445,-609.1522,-6180226.5
1255352,0.8429627,-594.7552,-6190459.5
1255367,0.79825765,-582.44604,-6199288.5
1255385,0.6754346,-569.1828,-6209653.0
1255401,0.4777408,-559.9574,-6218686.0
1255418,0.25512448,-553.728,-6228152.5
1255434,0.0,-551.687,-6236996.0
1255451,-0.11551999,-552.66895,-6246383.0
1255469,-0.23283198,-555.80414,-6256359.5
1255485,-0.3552192,-560.50854,-6265290.0
1255502,-0.45665154,-567.4094,-6274877.5
1255517,-0.5335109,-574.83563,-6283444.5
1255534,-0.5876266,-584.3653,-6293297.5
1255553,-0.64,-594.5629,-6303318.5
1255568,-0.65152,-604.2493,-6313508.5
1255586,-0.65443206,-616.00287,-6324491.0
1255601,-0.65217924,-625.8024,-6333804.5
1255618,-0.6148276,-636.57196,-6344534.5
1255635,-0.27999997,-645.42993,-6354790.5
1255654,-0.10752,-649.1114,-6367736.0
1255668,0.15196797,-648.80023,-6376821.5
1255685,0.4996608,-643.2614,-6387804.0
1255701,0.7842765,-632.9899,-6398014.0
1255718,1.0999999,-619.45935,-6408033.5
1255735,1.03248,-601.33325,-6419020.5
1255753,0.83000004,-584.49945,-6429100.0
1255767,0.78248006,-573.2121,-6437783.0
1255784,0.46000004,-561.0023,-6447424.0
1255802,0.43286088,-551.2209,-6457434.0
1255819,-0.17000002,-546.2204,-6466213.5
1255836,-0.23752001,-549.6843,-6476076.5
1255852,-0.34203202,-554.32074,-6484908.5
1255869,-0.46073925,-561.1443,-6494390.0
1255886,-0.77,-569.0096,-6502866.0
1255903,-0.80152005,-582.3675,-6513804.0
1255918,-0.81243205,-594.4721,-6522630.5
1255935,-0.79097927,-608.1011,-6532852.5
1255953,-0.7861076,-622.29486,-6543926.0
1255970,-0.81118464,-635.8718,-6554620.5
1255984,-0.8262309,-647.33374,-6563603.0
1256001,-0.8192586,-661.3204,-6574726.5
1256019,-0.7070752,-675.0574,-6586754.0
1256036,-0.4757651,-685.1115,-6598315.5
1256052,0.0,-688.9176,-6609307.5
1256069,0.43247995,-685.2415,-6620988.0
1256084,0.783968,-676.11816,-6631198.0
1256102,0.9548608,-660.4687,-6643227.5
1256119,0.9613965,-644.1805,-6654317.0
1256135,0.917318,-629.15076,-6664503.5
1256152,0.8628708,-614.01917,-6675070.5
1256169,0.64,-600.89056,-6684790.0
1256185,0.50048,-591.7667,-6694927.5
1256202,0.32476804,-584.75214,-6704928.0
1256220,0.107340835,-580.86316,-6715418.5
1256234,0.0,-580.11176,-6723545.5
1256253,-0.20352001,-582.04517,-6734586.0
1256268,-0.373632,-586.3738,-6743349.0
1256285,-0.52769923,-594.0351,-6753382.5
1256303,-0.6441395,-604.58167,-6764170.0
1256318,-0.84000003,-614.0887,-6772700.5
1256334,-0.8275201,-627.42883,-6783253.5
1256351,-0.8000321,-641.263,-6794037.5
1256369,-0.71000004,-654.58734,-6805052.0
1256385,-0.66952,-665.6235,-6816274.0
1256402,-0.557232,-676.05084,-6827678.0
1256419,-0.04000002,-683.40356,-6838553.5
1256435,0.35000002,-683.70355,-6849490.5
1256451,0.50648004,-676.8517,-6861055.0
1256469,0.688368,-666.098,-6873141.5
1256485,0.7855008,-654.30707,-6883704.5
1256502,0.8117805,-640.73016,-6894712.5
1256515,0.8355483,-630.0225,-6902972.5
1256526,0.86,-621.63574,-6909231.0
1256563,0.71248007,-592.54486,-6932300.5
1256578,0.52396804,-583.2715,-6941119.0
1256597,0.30286083,-575.4166,-6952126.5
1256612,0.1061965,-572.3487,-6960734.5
1256628,0.0,-571.49915,-6969885.5
1256646,-0.17952,-573.1148,-6980187.0
1256662,-0.34723204,-577.3288,-6989390.5
1256678,-0.49585927,-584.07355,-6998681.5
1256695,-0.6210356,-593.56714,-7008691.5
1256712,-0.71614134,-604.93317,-7018879.0
1256728,-0.76120484,-616.75195,-7028652.5
1256745,-0.76024294,-629.68427,-7039247.0
1256762,-0.7436658,-642.46747,-7050060.5
1256778,-0.68971956,-653.9346,-7060431.5
1256795,-0.57735175,-664.70465,-7071640.0
1256813,-0.38993105,-673.4102,-7083683.0
1256830,0.22000003,-677.8215,-7094493.0
1256845,0.32848004,-673.7079,-7105305.0
1256863,0.565568,-665.66144,-7117359.5
1256879,0.7238208,-655.3463,-7127927.5
1256897,0.87,-642.5063,-7138959.0
1256913,0.80999994,-630.5189,-7148506.5
1256928,0.80248,-618.4253,-7159122.5
1256947,0.76996803,-603.48706,-7170730.5
1256962,0.6664608,-592.71387,-7179702.0
1256979,0.5003565,-582.7959,-7189694.0
1256995,0.32069388,-576.2275,-7198966.0
1257012,0.14889634,-572.23596,-7208728.0
1257028,0.0,-571.0448,-7217874.0
1257046,-0.16352,-572.5165,-7228166.0
1257062,-0.30163202,-576.2377,-7237356.0
1257079,-0.63,-582.1107,-7246623.0
1257096,-0.6735201,-593.1906,-7257200.5
1257112,-0.70763206,-604.2398,-7266780.0
1257129,-0.71609926,-616.34155,-7277155.0
1257147,-0.68,-628.4224,-7287735.5
1257163,-0.66752005,-639.2026,-7298510.5
1257177,-0.64003205,-648.35547,-7307523.5
1257195,-0.5715393,-659.2596,-7319292.0
1257212,-0.4624436,-668.04846,-7330574.0
1257225,-0.32898617,-673.19275,-7339292.0
1257246,-0.1449117,-678.1687,-7353481.5
1257264,0.40999997,-679.40045,-7365021.0
1257280,0.48248,-672.2606,-7376510.0
1257295,0.577968,-664.30725,-7386534.5
1257312,0.66726077,-653.7228,-7397738.0
1257329,0.75283647,-641.652,-7408748.5
1257346,0.7921819,-628.51935,-7419545.0
1257362,0.77978915,-615.9436,-7429500.5
1257380,0.7003535,-602.6223,-7440467.5
1257395,0.5806921,-593.01447,-7449435.0
1257412,0.40889528,-584.60297,-7459444.5
1257429,0.21781717,-579.27594,-7469337.5
1257445,0.0,-577.5334,-7478592.0
1257462,-0.38,-578.74554,-7487842.0
1257479,-0.42752,-585.60944,-7498321.0
1257496,-0.50003207,-593.49365,-7508343.5
1257512,-0.59153926,-602.2262,-7517909.5
1257527,-0.6624436,-611.63104,-7527013.5
1257547,-0.74,-624.5076,-7538757.0
1257563,-0.7,-635.544,-7548837.5
1257579,-0.67952,-646.58014,-7559735.5
1257596,-0.651232,-657.89154,-7570823.5
1257613,-0.61425924,-668.6482,-7582099.0
1257630,-0.5360756,-678.426,-7593549.0
1257645,-0.3971654,-685.42535,-7603778.0
1257664,-0.16181922,-690.7357,-7616851.5
1257681,0.12738848,-691.0284,-7628596.5
1257696,0.38891307,-687.1561,-7638933.0
1257713,0.5498278,-679.1768,-7650547.0
1257728,0.6383767,-670.26526,-7660668.0
1257746,0.703506,-658.1883,-7672624.0
1257763,0.7665836,-645.6925,-7683707.0
1257779,0.77643013,-633.3484,-7693939.5
1257796,0.6983381,-620.81287,-7704600.0
1257812,0.5434829,-610.8783,-7714453.5
1257828,0.35856974,-603.66187,-7724170.0
1257845,0.17162183,-599.1552,-7734394.0
1257862,0.0,-597.6964,-7744567.0
1257879,-0.14352001,-598.9163,-7754738.0
1257896,-0.269632,-602.4281,-7764949.5
1257913,-0.3892992,-608.029,-7775238.5
1257929,-0.5010995,-615.15216,-7785024.0
1257946,-0.5921798,-624.445,-7795560.5
1257963,-0.63482785,-634.8746,-7806264.5
1257980,-0.6564167,-645.85016,-7817150.5
1257995,-0.6573701,-655.70355,-7826912.0
1258014,-0.63,-666.81573,-7838153.5
1258029,-0.59752,-676.02216,-7849567.5
1258048,-0.474032,-686.2019,-7862508.5
1258062,-0.31593922,-691.7317,-7872154.0
1258079,-0.12908356,-695.5144,-7883945.5
1258096,0.0,-696.61163,-7895778.5
1258112,0.19648,-695.0398,-7906911.5
1258129,0.62,-690.601,-7917996.5
1258147,0.64,-679.98895,-7930332.0
1258163,0.75,-670.0853,-7941132.5
1258179,0.79048,-657.7615,-7952419.0
1258197,0.83000004,-644.1849,-7963485.5
1258212,0.76248,-632.2413,-7973697.0
1258229,0.645968,-620.2695,-7984343.5
1258246,0.23000002,-611.2612,-7994195.5
1258264,0.08000004,-607.8572,-8005167.5
1258279,0.0,-607.2572,-8014888.5
1258297,0.0,-607.2572,-8025819.0
1258313,-0.14752,-608.4374,-8035544.5
1258330,-0.28403202,-612.1056,-8045919.0
1258347,-0.3979392,-617.90234,-8056374.0
1258362,-0.49428356,-624.594,-8065692.5
1258378,-0.57209015,-633.125,-8075754.5
1258396,-0.6227741,-643.8788,-8087247.5
1258413,-0.65318453,-654.7244,-8098285.5
1258429,-0.6634307,-665.2573,-8108845.5
1258446,-0.65757847,-676.4859,-8120250.5
1258462,-0.6220671,-686.7231,-8131156.0
1258479,-0.5367603,-696.5731,-8142914.0
1258496,-0.37757617,-704.345,-8154822.0
1258513,-0.15806574,-708.89795,-8166834.5
1258529,0.0,-710.1625,-8178187.0
1258546,0.24847999,-708.0504,-8190242.0
1258562,0.437568,-702.562,-8201527.0
1258579,0.5670208,-694.023,-8213398.0
1258596,0.63269246,-683.82544,-8225109.5
1258613,0.6640955,-672.80273,-8236641.0
1258629,0.6829373,-662.0265,-8247319.5
1258646,0.66624236,-650.5585,-8258476.5
1258663,0.58022547,-639.9635,-8269446.0
1258680,0.40461528,-631.59235,-8280254.0
1258695,0.2072492,-627.00336,-8289693.5
1258712,0.0,-625.24176,-8300337.5
1258729,-0.14352001,-626.4617,-8310977.0
1258746,-0.265632,-629.93945,-8321656.5
1258762,-0.3868992,-635.1597,-8331777.5
1258779,-0.49165955,-642.6275,-8342638.5
1258795,-0.56251574,-651.0609,-8352988.0
1258813,-0.59702945,-661.4968,-8364801.0
1258828,-0.6137377,-670.5776,-8374791.5
1258846,-0.61176264,-681.60706,-8386961.0
1258863,-0.60657763,-691.96295,-8398636.0
1258878,-0.5754666,-700.8283,-8409082.0
1258896,-0.50479996,-710.5507,-8421784.0
1258913,-0.41039997,-718.3299,-8433929.0
1258930,-0.24176,-723.8732,-8446188.0
1258944,0.0,-725.56555,-8456334.0
1258963,0.24847999,-723.205,-8470097.0
1258980,0.50156796,-716.8296,-8482337.0
1258996,0.66142076,-707.5257,-8493732.0
1259013,0.70533246,-695.90826,-8505661.0
1259030,0.6996795,-683.96564,-8517390.0
1259045,0.6922877,-673.5259,-8527571.0
1259062,0.66385263,-661.99866,-8538923.0
1259079,0.5907916,-651.33417,-8550086.0
1259095,0.45095497,-643.0002,-8560441.0
1259112,0.271053,-636.8631,-8571320.0
1259129,0.0,-634.55914,-8582127.0
1259145,-0.13552,-635.6433,-8592289.0
1259162,-0.26483202,-639.0463,-8603124.0
1259179,-0.3864192,-644.582,-8614035.0
1259196,-0.49537152,-652.0772,-8625057.0
1259212,-0.5847429,-660.71814,-8635559.0
1259229,-0.64636576,-671.18256,-8646880.0
1259245,-0.6993395,-681.9482,-8657705.0
1259262,-0.7191237,-694.0051,-8669401.0
1259279,-0.71899426,-706.2291,-8681303.0
1259296,-0.6949166,-718.2474,-8693411.0
1259312,-0.62447,-728.8025,-8704987.0
1259329,-0.458202,-738.0052,-8717455.0
1259346,-0.19844118,-743.5867,-8730049.0
1259363,0.0,-745.27344,-8742704.0
1259380,0.28848,-742.82135,-8755353.0
1259395,0.481568,-737.046,-8766452.0
1259412,0.6094208,-727.77264,-8778903.0
1259429,0.35813248,-719.54846,-8791205.0
1259445,0.5313595,-712.43256,-8802661.0
1259462,0.6032957,-702.78796,-8814690.0
1259479,0.6664574,-691.99506,-8826546.0
1259495,0.60835445,-681.7966,-8837536.0
1259513,0.43349266,-672.4199,-8849724.0
1259529,0.2525756,-666.9314,-8860439.0
1259546,0.0,-664.7845,-8871759.0
1259563,-0.11551999,-665.7664,-8883069.0
1259580,-0.228832,-668.6934,-8894412.0
1259596,-0.33681923,-673.2186,-8905147.0
1259613,-0.43761158,-679.8013,-8916648.0
1259630,-0.53808695,-688.0947,-8928275.0
1259646,-0.6223722,-697.3784,-8939359.0
1259655,-0.73,-702.5757,-8944959.0
1259663,-0.73,-707.712,-8950600.0
1259716,-0.66152,-744.5873,-8989812.0
1259733,-0.560432,-754.9739,-9002558.0
1259748,-0.4477792,-762.53546,-9013939.0
1259766,-0.32018754,-769.44714,-9027727.0
1259783,-0.15563253,-773.49164,-9040842.0
1259799,0.0,-774.7367,-9053228.0
1259815,0.28448,-772.4609,-9065606.0
1259833,0.507168,-765.33606,-9079446.0
1259849,0.6447808,-756.1205,-9091618.0
1259866,0.7273485,-744.4574,-9104373.0
1259883,0.7928891,-731.5354,-9116919.0
1259900,0.7682135,-718.26605,-9129242.0
1259915,0.53999996,-708.1467,-9139227.0
1259933,0.41248,-699.5744,-9152600.0
1259948,0.23996802,-694.681,-9163057.0
1259965,0.0,-692.6413,-9174849.0
1259984,-0.10352,-693.62476,-9188019.0
1259999,-0.20963201,-695.9734,-9198441.0
1260016,-0.30529922,-700.3503,-9210310.0
1260033,-0.41069955,-706.4363,-9222268.0
1260048,-0.5059398,-713.3111,-9232916.0
1260065,-0.58308387,-722.5678,-9245121.0
1260083,-0.64137036,-733.5879,-9258226.0
1260100,-0.66834223,-744.72046,-9270792.0
1260115,-0.6605254,-754.68695,-9282038.0
1260131,-0.63983524,-765.08984,-9294196.0
1260149,-0.57942116,-776.0632,-9308066.0
1260165,-0.4791727,-784.5319,-9320551.0
1260183,-0.27502364,-791.3197,-9334734.0
1260200,0.0,-793.6574,-9348206.0
1260216,0.19648,-792.0856,-9360892.0
1260233,0.33836797,-787.53937,-9374319.0
1260250,0.4395008,-780.9275,-9387651.0
1260267,0.5521805,-772.49817,-9400855.0
1260283,0.69978833,-762.4824,-9413135.0
1260300,0.80835307,-749.6632,-9425988.0
1260315,0.79349184,-737.64935,-9437143.0
1260334,0.65657514,-723.8737,-9451027.0
1260349,0.47042513,-715.4212,-9461822.0
1260365,0.29873505,-709.26794,-9473220.0
1260383,0.12772103,-705.4298,-9485952.0
1260400,0.0,-704.3442,-9497935.0
1260416,-0.15552,-705.5883,-9509214.0
1260432,-0.29283202,-709.1751,-9520532.0
1260449,-0.42321923,-715.26154,-9532640.0
1260465,-0.52945155,-722.8829,-9544145.0
1260481,-0.61719096,-732.056,-9555785.0
1260499,-0.67783463,-743.71124,-9569067.0
1260515,-0.7102208,-754.8157,-9581055.0
1260533,-0.7296525,-767.77454,-9594758.0
1260549,-0.7093115,-779.28625,-9607134.0
1260566,-0.63310695,-790.69684,-9620479.0
1260583,-0.4553842,-799.94904,-9633999.0
1260600,-0.20875055,-805.5942,-9647646.0
1260615,0.0,-807.1598,-9659742.0
1260632,0.31247997,-804.5037,-9673441.0
1260650,0.51596797,-797.04767,-9687855.0
1260667,0.6220608,-787.37445,-9701323.0
1260682,0.7057165,-777.41614,-9713059.0
1260701,0.7839099,-763.2647,-9727695.0
1260715,0.802826,-752.15753,-9738303.0
1260732,0.71017563,-739.297,-9750980.0
1260750,0.5265854,-728.16614,-9764187.0
1260766,0.33643124,-721.262,-9775782.0
1260782,0.17833874,-717.14386,-9787289.0
1260798,0.0,-715.71716,-9798752.0
1260815,-0.10752,-716.6311,-9810927.0
1260831,-0.228032,-719.3155,-9822415.0
1260849,-0.35633922,-724.5748,-9835410.0
1260865,-0.46932358,-731.1801,-9847056.0
1260882,-0.5611142,-739.93884,-9859561.0
1260900,-0.6401886,-750.75055,-9872977.0
1260917,-0.76,-761.40515,-9885074.0
1260933,-0.76352,-773.5933,-9898121.0
1260950,-0.71000004,-784.94196,-9909810.0
1260967,-0.6655201,-796.63385,-9924835.0
1260981,-0.58683205,-805.4003,-9936049.0
1261000,-0.43961924,-815.1516,-9951444.0
1261015,-0.21929157,-820.09344,-9963708.0
1261032,0.0,-821.9574,-9977665.0
1261049,0.29648,-819.4373,-9991617.0
1261065,0.534368,-812.7905,-1.0004675E7
1261082,0.6811008,-802.45905,-1.0018405E7
1261099,0.76114047,-790.2,-1.0031943E7
1261115,0.79316425,-777.76556,-1.0044487E7
1261131,0.7523786,-765.40125,-1.0056832E7
1261149,0.53,-753.4308,-1.0069742E7
1261166,0.26999998,-745.74695,-1.0082485E7
1261182,0.20248,-741.9671,-1.0095131E7
1261198,0.101968,-739.5315,-1.0106983E7
1261215,0.0,-738.6648,-1.0119548E7
1261233,-0.15952,-740.10046,-1.0132857E7
1261249,-0.303232,-743.8025,-1.0144728E7
1261266,-0.43345922,-750.0644,-1.0157426E7
1261283,-0.54359555,-758.3694,-1.0170248E7
1261298,-0.62967736,-767.16895,-1.018169E7
1261315,-0.68132645,-778.3125,-1.0194827E7
1261332,-0.70031595,-790.05646,-1.0208158E7
1261350,-0.6957096,-802.62067,-1.0222492E7
1261365,-0.6769458,-812.9156,-1.0234609E7
1261382,-0.6296875,-824.022,-1.0248523E7
1261399,-0.50933254,-833.7036,-1.0262614E7
1261415,-0.28911957,-840.09125,-1.0276004E7
1261432,0.0,-842.54877,-1.0290306E7
1261449,0.30848,-839.9267,-1.0304607E7
1261465,0.581568,-832.80634,-1.0317989E7
1261482,0.7174208,-821.76495,-1.0332053E7
1261498,0.7349325,-810.1461,-1.0345108E7
1261515,0.7374395,-797.631,-1.0358774E7
1261532,0.7389437,-785.0817,-1.0372227E7
1261549,0.6798462,-773.02203,-1.0385471E7
1261565,0.5363878,-763.2922,-1.0397762E7
1261583,0.100000024,-755.6532,-1.0410673E7
1261599,0.0,-754.8532,-1.0423512E7
1261616,0.0,-754.8532,-1.0436345E7
1261633,-0.13152,-755.9711,-1.0449187E7
1261652,-0.274432,-759.8277,-1.0463587E7
1261664,-0.3921792,-763.8274,-1.0472729E7
1261682,-0.50682753,-771.91846,-1.0486551E7
1261698,-0.61561656,-780.898,-1.0498974E7
1261715,-0.68889,-791.9863,-1.0512344E7
1261731,-0.712854,-803.20026,-1.0525105E7
1261749,-0.7032324,-815.945,-1.0539677E7
1261766,-0.6814595,-827.7149,-1.0553648E7
1261782,-0.60439575,-838.0018,-1.0566974E7
1261799,-0.49815744,-847.3735,-1.05813E7
1261816,-0.28641447,-854.04236,-1.0595762E7
1261832,0.0,-856.3337,-1.0609445E7
1261849,0.15648,-855.0036,-1.0623991E7
1261866,0.31836802,-850.9674,-1.0638492E7
1261882,0.48750082,-844.52045,-1.0652056E7
1261898,0.6249805,-835.6206,-1.0665497E7
1261916,0.71146834,-823.5926,-1.068043E7
1261932,0.739361,-811.98596,-1.0693515E7
1261949,0.70809656,-799.68256,-1.0707214E7
1261966,0.61333793,-788.4504,-1.0720713E7
1261981,0.49248278,-780.15674,-1.0732478E7
1262000,0.33996966,-772.2484,-1.0747226E7
1262015,0.18446179,-768.3152,-1.075878E7
1262032,0.0,-766.74725,-1.0771828E7
1262049,-0.11151999,-767.6952,-1.0784871E7
1262067,-0.23043199,-770.77277,-1.0798717E7
1262081,-0.33377922,-774.7222,-1.0809535E7
1262098,-0.43178752,-781.22955,-1.0822761E7
1262115,-0.51859254,-789.3078,-1.0836111E7
1262132,-0.59867555,-798.80457,-1.084961E7
1262149,-0.64672536,-809.3905,-1.086328E7
1262165,-0.6675552,-819.9047,-1.0876314E7
1262182,-0.66805315,-831.2574,-1.0890349E7
1262199,-0.64435196,-842.41284,-1.0904575E7
1262214,-0.59413123,-851.7015,-1.0917281E7
1262232,-0.41599876,-860.79266,-1.0932693E7
1262248,-0.17311925,-865.5056,-1.0946503E7
1262266,0.6,-865.91797,-1.096122E7
1262282,0.63648003,-856.0261,-1.0975857E7
1262299,0.646368,-845.1219,-1.0990317E7
1262316,0.66430086,-833.9812,-1.1004589E7
1262333,0.7190605,-822.22266,-1.1018667E7
1262348,0.7719163,-811.04034,-1.1030916E7
1262365,0.7596298,-798.0222,-1.1044593E7
1262381,0.6602579,-786.6631,-1.105727E7
1262399,0.26999998,-776.7615,-1.1070559E7
1262417,0.19448002,-772.5812,-1.1085278E7
1262431,0.109168015,-770.4556,-1.1096079E7
1262449,0.0,-769.47314,-1.1109938E7
1262466,0.0,-769.47314,-1.1123019E7
1262483,-0.15552,-770.79504,-1.1136111E7
1262499,-0.304832,-774.47784,-1.1148473E7
1262516,-0.59000003,-780.26385,-1.1160911E7
1262533,-0.66999996,-789.956,-1.1174258E7
1262549,-0.69352,-800.86414,-1.118778E7
1262565,-0.719632,-812.1694,-1.1200684E7
1262582,-0.72329926,-824.43427,-1.1214595E7
1262598,-0.7094996,-835.89667,-1.1227878E7
1262616,-0.6692198,-848.3051,-1.1243036E7
1262632,-0.5690519,-858.2113,-1.1256688E7
1262649,-0.36895117,-866.1843,-1.1271345E7
1262666,-0.11289072,-870.27997,-1.1286105E7
1262683,0.14074555,-870.0432,-1.1300898E7
1262700,0.32892734,-866.05096,-1.1315655E7
1262717,0.4618364,-859.32947,-1.1330321E7
1262731,0.56958187,-852.10956,-1.1342301E7
1262749,0.6902291,-840.77124,-1.1357537E7
1262765,0.7506175,-829.24445,-1.1370897E7
1262781,0.72285056,-817.4567,-1.1384071E7
1262799,0.6101904,-805.45935,-1.1398677E7
1262815,0.47059426,-796.81305,-1.1411495E7
1262833,0.31883657,-789.7082,-1.1425774E7
1262848,0.18378197,-785.93854,-1.1437591E7
1262866,0.0,-784.2845,-1.1451723E7
1262882,-0.13152,-785.3367,-1.146428E7
1262899,-0.266432,-788.71924,-1.1477659E7
1262917,-0.39537925,-794.67554,-1.149191E7
1262933,-0.49674758,-801.81256,-1.1504682E7
1262950,-0.58156854,-810.9783,-1.1518391E7
1262967,-0.6244612,-821.22955,-1.1532265E7
1262983,-0.6461967,-831.39484,-1.1545486E7
1262999,-0.64323807,-841.7103,-1.1558871E7
1263016,-0.63346285,-852.56226,-1.1573272E7
1263033,-0.59559774,-863.0093,-1.1587854E7
1263050,-0.54087865,-872.6693,-1.1602607E7
1263067,-0.4320472,-880.9392,-1.1617513E7
1263082,-0.21874832,-885.8202,-1.1630764E7
1263099,0.0,-887.67957,-1.1645839E7
1263117,0.34048,-884.61523,-1.166179E7
1263134,0.60076797,-876.6146,-1.167676E7
1263151,0.7329408,-865.2781,-1.1691566E7
1263166,0.7682445,-854.01917,-1.1704461E7
1263183,0.7534267,-841.08496,-1.1718869E7
1263198,0.712536,-830.0903,-1.1731403E7
1263215,0.61200166,-818.8317,-1.1745419E7
1263232,0.467681,-809.6544,-1.1759261E7
1263249,0.28908858,-803.22186,-1.177297E7
1263265,0.10993316,-800.02966,-1.1785796E7
1263282,0.0,-799.0952,-1.1799389E7
1263299,-0.15552,-800.4171,-1.1812985E7
1263315,-0.29283202,-804.0039,-1.182582E7
1263332,-0.4072192,-809.95435,-1.1839539E7
1263349,-0.51185155,-817.7664,-1.1853375E7
1263366,-0.6266309,-827.44354,-1.1867359E7
1263383,-0.71549857,-838.8516,-1.1881523E7
1263400,-0.7568191,-851.36633,-1.189589E7
1263417,-0.7496115,-864.171,-1.1910472E7
1263434,-0.6612869,-876.16364,-1.1925265E7
1263451,-0.48429215,-885.90106,-1.1940243E7
1263466,-0.24209529,-891.34894,-1.1953572E7
1263482,0.0,-893.2857,-1.1967849E7
1263499,0.30047998,-890.7316,-1.1983013E7
1263516,0.49676797,-883.955,-1.1998098E7
1263533,0.5865408,-874.7469,-1.2013047E7
1263548,0.6484045,-865.4848,-1.2026099E7
1263565,0.6855227,-854.1464,-1.2040716E7
1263582,0.68379366,-842.50726,-1.2055138E7
1263600,0.6227562,-830.7483,-1.2070197E7
1263615,0.50613374,-822.2816,-1.2082595E7
1263633,0.35616022,-814.521,-1.2097326E7
1263649,0.21817613,-809.92633,-1.2110322E7
1263665,0.0,-808.1809,-1.2123267E7
1263682,0.0,-808.1809,-1.2137006E7
1263699,-0.16752002,-809.60486,-1.2150757E7
1263716,-0.32803202,-813.8171,-1.2164556E7
1263733,-0.4723392,-820.62024,-1.2178449E7
1263750,-0.55492353,-829.352,-1.2192474E7
1263765,-0.64847416,-838.3775,-1.2204982E7
1263782,-0.7046045,-849.87866,-1.2219332E7
1263798,-0.7302827,-861.3578,-1.2233022E7
1263815,-0.7416897,-873.86957,-1.2247771E7
1263834,-0.7325338,-887.8747,-1.2264508E7
1263848,-0.6710403,-897.6997,-1.2277007E7
1263865,-0.48214418,-907.5018,-1.2292351E7
1263882,-0.1648065,-913.00085,-1.2307825E7
1263899,0.1935961,-912.75616,-1.2323344E7
1263916,0.50863767,-906.7872,-1.233881E7
1263932,0.7056626,-897.07275,-1.2353241E7
1263949,0.75187755,-884.68365,-1.2368386E7
1263962,0.72760653,-875.067,-1.2379824E7
1263966,0.709044,-872.1937,-1.2383319E7
1264021,0.57790637,-836.8026,-1.2430316E7
1264038,0.38722384,-828.599,-1.2444472E7
1264056,0.16881433,-823.59467,-1.2459342E7
1264072,0.0,-822.24414,-1.2472509E7
1264089,-0.15952,-823.60004,-1.2486499E7
1264106,-0.27923203,-827.3294,-1.2500532E7
1264122,-0.3870592,-832.6597,-1.2513812E7
1264139,-0.47975555,-840.02765,-1.252803E7
