time, A, V, D
1243763,0.3881339,-283.14667,-920004.25
1243779,0.32136035,-277.4707,-924489.2
1243798,0.24529621,-272.08746,-929710.0
1243815,0.12765771,-268.91736,-934308.56
1243830,0.0,-267.95993,-938335.1
1243849,-0.27999997,-268.94186,-942898.8
1243864,-0.39,-273.1665,-947235.7
1243881,-0.49,-279.72266,-951935.25
1243900,-0.57,-288.3206,-957047.6
1243915,-0.56552,-296.83698,-962021.44
1243934,-0.518832,-307.1383,-967759.2
1243955,-0.45081922,-317.31964,-974316.0
1243964,-0.29000002,-320.68295,-976868.0
1243981,-0.18,-325.0631,-982356.8
1243999,0.0,-327.57504,-988230.56
1244013,0.0,-327.57504,-993144.2
1244031,0.16447999,-326.09473,-999027.2
1244048,0.58000004,-322.16153,-1004213.25
1244065,0.53,-313.0377,-1009612.44
1244081,0.49448,-304.84186,-1014864.44
1244098,0.42516804,-297.02484,-1019980.3
1244115,0.35558084,-290.3885,-1024973.3
1244130,0.2738285,-285.6679,-1029293.75
1244149,0.15677711,-281.57715,-1034682.56
1244165,-0.14999998,-280.4797,-1038616.94
1244182,-0.20952,-283.5356,-1043975.06
1244199,-0.273232,-287.639,-1048830.0
1244216,-0.45999998,-292.2942,-1053179.5
1244231,-0.49152,-299.4306,-1058209.1
1244247,-0.518432,-307.51022,-1063064.6
1244265,-0.48000002,-316.29083,-1068366.9
1244282,-0.45,-323.871,-1073808.2
1244298,-0.43752003,-330.97116,-1079374.4
1244315,-0.39403203,-338.03937,-1085061.0
1244329,-0.30793923,-342.95316,-1089828.0
1244348,0.110000014,-347.09515,-1096038.4
1244364,0.29999995,-344.93155,-1101574.6
1244381,0.48000002,-339.61572,-1107393.2
1244399,0.48048002,-330.9714,-1113763.9
1244416,0.43676803,-323.1748,-1119324.1
1244432,0.41854084,-316.33234,-1124440.1
1244446,0.3756045,-310.77332,-1128829.9
1244463,0.3258427,-304.811,-1134062.4
1244480,0.2519856,-299.89948,-1139202.4
1244498,0.16367136,-296.15857,-1144566.9
1244515,-0.060000002,-294.93103,-1149000.0
1244532,-0.12352,-296.49094,-1154618.5
1244547,-0.29000002,-298.739,-1158785.1
1244566,-0.32152003,-304.54846,-1164818.0
1244581,-0.38443205,-309.8431,-1169425.9
1244600,-0.45017922,-317.7719,-1175388.2
1244614,-0.56,-323.90665,-1179559.1
1244632,-0.48000002,-333.18457,-1185473.0
1244649,-0.47152,-341.2725,-1191543.1
1244664,-0.45843202,-348.24713,-1196714.5
1244682,-0.34657922,-355.49222,-1203048.1
1244698,-0.21546753,-359.9886,-1208772.0
1244715,0.17999995,-361.71234,-1214545.6
1244731,0.39,-358.43875,-1220306.9
1244748,0.49,-351.90692,-1226344.9
1244764,0.50648,-343.9351,-1232259.5
1244781,0.532368,-335.1049,-1238031.4
1244796,0.5359008,-327.09286,-1242997.9
1244813,0.52602047,-318.06653,-1248481.8
1244830,0.46409228,-309.65057,-1253817.4
1244848,0.33493537,-302.45932,-1259326.4
1244865,0.20944121,-297.83212,-1264428.9
1244880,0.0,-296.26132,-1268884.6
1244899,0.0,-296.26132,-1274513.6
1244913,-0.13552,-297.20996,-1278667.9
1244930,-0.256832,-300.54495,-1283748.8
1244947,-0.3736192,-305.90378,-1288903.6
1244963,-0.45569152,-312.53827,-1293851.1
1244981,-0.5409349,-321.5079,-1299557.5
1244999,-0.616081,-331.92105,-1305438.4
1245014,-0.6411686,-341.35043,-1310487.9
1245032,-0.66999996,-352.37823,-1316384.6
1245048,-0.59000003,-362.18463,-1322101.1
1245065,-0.37,-370.9808,-1328333.0
1245081,-0.30952,-376.41696,-1334685.9
1245098,0.029999971,-380.40698,-1340740.5
1245114,0.14248002,-379.02713,-1347195.8
1245132,0.63,-375.01132,-1353605.1
1245146,0.69848,-365.71198,-1359160.5
1245165,0.98,-352.94458,-1365269.1
1245180,0.94448006,-338.511,-1371146.5
1245197,0.74,-323.9858,-1376446.5
1245215,0.67648005,-311.2375,-1382481.1
1245232,0.53436804,-300.94528,-1387684.6
1245247,0.37310082,-294.13925,-1392147.8
1245263,0.20434049,-289.5197,-1396817.0
1245281,0.0,-287.68066,-1402011.8
1245300,-0.43,-289.0706,-1406914.1
1245315,-0.53999996,-295.42322,-1411590.1
1245330,-0.58352005,-303.8496,-1416384.2
1245349,-0.72,-314.912,-1421953.1
1245364,-0.72,-325.01663,-1426752.6
1245381,-0.6915201,-337.01456,-1432710.9
1245397,-0.61,-347.1392,-1437842.0
1245415,-0.56552005,-357.71887,-1444538.1
1245432,-0.45,-366.4897,-1450331.8
1245447,-0.42952,-373.0861,-1456248.4
1245464,-0.35323203,-379.73947,-1462647.4
1245481,-0.18745922,-384.33536,-1469142.0
1245498,0.36,-385.7413,-1474917.6
1245513,0.37648,-380.2177,-1481428.2
1245532,0.474368,-372.13464,-1488575.6
1245549,0.5651008,-363.29916,-1494826.8
1245565,0.64754045,-353.59802,-1500561.9
1245582,0.6970043,-342.1694,-1506475.9
1245599,0.61,-331.97174,-1511531.9
1245614,0.41999996,-323.82037,-1516778.2
1245631,0.20000005,-317.76852,-1522231.8
1245647,0.11648004,-315.2367,-1527612.2
1245664,-0.110000014,-314.30484,-1532648.6
1245681,-0.20999998,-316.381,-1538009.5
1245698,-0.31,-320.05716,-1543419.2
1245714,-0.47000003,-325.15356,-1548580.9
1245732,-0.61,-333.61548,-1554509.8
1245747,-0.64152,-343.0019,-1559922.8
1245765,-0.6884321,-354.97147,-1566204.5
1245781,-0.69257927,-366.01956,-1571972.4
1245798,-0.6430676,-377.37256,-1578291.2
1245814,-0.60136056,-387.32797,-1584408.9
1245831,-0.5523364,-397.1344,-1591076.8
1245849,-0.31,-405.7641,-1597901.4
1245863,-0.22152,-409.48474,-1604015.8
1245880,0.0,-411.36768,-1610993.0
1245899,0.17248003,-409.72913,-1618793.4
1245915,0.62,-406.086,-1624504.1
1245932,0.66848004,-395.1339,-1632115.8
1245947,0.669568,-385.09854,-1637967.5
1245964,0.61,-374.60422,-1644045.1
1245980,0.57848,-365.09637,-1650332.6
1245998,0.483568,-355.53793,-1656818.4
1246015,0.14999998,-348.8644,-1662453.6
1246031,0.0,-347.6644,-1668374.1
1246049,-0.100000024,-347.6644,-1674284.4
1246064,-0.23000002,-349.45303,-1679512.8
1246081,-0.32999998,-353.4492,-1685487.4
1246099,-0.44,-359.4631,-1691903.6
1246115,-0.51,-366.2995,-1697709.8
1246131,-0.53352,-374.64764,-1704007.8
1246147,-0.57963204,-383.55286,-1710073.4
1246172,-0.62,-397.70004,-1719448.4
1246182,-0.59000003,-403.24188,-1723453.1
1246199,-0.57,-412.64606,-1730388.1
1246215,-0.48000002,-420.4267,-1736636.1
1246230,-0.38752002,-426.9331,-1743838.6
1246247,-0.17203203,-431.6893,-1751136.9
1246265,0.0,-433.23758,-1758921.2
1246282,0.20047998,-431.5335,-1766271.8
1246296,0.308768,-427.96878,-1772288.2
1246314,0.58000004,-419.96988,-1779919.8
1246331,0.60848004,-409.8678,-1786973.4
1246348,0.62556803,-399.3784,-1793852.0
1246365,0.53999996,-389.63928,-1800164.1
1246381,0.38,-382.0457,-1806337.6
1246399,0.23000002,-376.1256,-1813161.1
1246414,0.09000003,-373.29425,-1818781.8
1246431,0.0,-372.52924,-1825494.1
1246448,-0.20999998,-372.52924,-1831454.6
1246465,-0.26951998,-376.60516,-1838196.9
1246481,-0.44,-381.1558,-1843880.1
1246497,-0.48352,-388.54395,-1850422.6
1246514,-0.545632,-397.29175,-1857102.2
1246531,-0.59889925,-407.02026,-1863938.9
1246548,-0.65999997,-416.24347,-1870113.4
1246565,-0.6,-425.98987,-1877272.4
1246580,-0.59152,-434.92627,-1884590.1
1246597,-0.574432,-444.83685,-1892068.1
1246613,-0.5281792,-453.65775,-1899256.1
1246630,-0.24000001,-461.2466,-1906575.4
1246647,-0.00999999,-464.47476,-1914444.0
1246664,0.20000005,-464.55475,-1922340.8
1246681,0.29648006,-460.33466,-1930664.8
1246696,0.42236805,-454.9433,-1937529.4
1246714,0.78,-446.67902,-1945193.1
1246731,0.78448,-433.38095,-1953113.6
1246747,0.763168,-420.99976,-1959948.6
1246764,0.61,-409.27536,-1966590.9
1246781,0.57048,-399.24127,-1973867.5
1246798,0.44676802,-390.59467,-1980581.1
1246814,0.09000003,-384.95984,-1986397.8
1246831,-0.07999998,-384.23984,-1992936.0
1246848,-0.12752,-386.00375,-1999868.2
1246865,-0.20803201,-388.85596,-2006454.5
1246881,-0.3043392,-392.95493,-2012709.0
1246896,-0.4021235,-398.2534,-2018643.0
1246916,-0.5047941,-407.32257,-2026698.8
1246932,-0.5943965,-416.1161,-2033286.2
1246947,-0.6721579,-425.61523,-2039599.2
1246963,-0.69081473,-436.519,-2046496.4
1246982,-0.6620089,-449.37085,-2054912.4
1246999,-0.63672537,-460.4101,-2062645.5
1247016,-0.5695552,-470.66348,-2070559.6
1247031,-0.42125314,-478.09454,-2077675.2
1247048,-0.22027187,-483.54752,-2085849.2
1247064,0.0,-485.3097,-2093600.1
1247081,0.26447996,-483.0616,-2101831.2
1247099,0.85,-476.6386,-2109988.8
1247114,0.87048006,-463.73502,-2117511.8
1247131,0.8587681,-449.0364,-2125270.2
1247148,0.83174086,-434.66708,-2132781.8
1247164,0.76352453,-421.90497,-2139634.2
1247180,0.60659474,-410.944,-2146297.0
1247198,0.4044369,-401.84473,-2153612.0
1247214,0.20314215,-396.9841,-2160002.8
1247231,0.0,-395.2574,-2166736.8
1247248,-0.17552,-396.7493,-2173468.8
1247265,-0.316832,-400.9343,-2180249.0
1247280,-0.44561923,-406.65268,-2186306.0
1247297,-0.5508915,-415.12302,-2193291.0
1247314,-0.626055,-425.12708,-2200433.2
1247332,-0.69115305,-436.98193,-2208192.2
1247349,-0.73021185,-449.06354,-2215723.8
1247363,-0.75364715,-459.45056,-2222083.2
1247381,-0.7237083,-472.74677,-2230473.0
1247398,-0.645745,-484.38712,-2238608.8
1247414,-0.398967,-492.7448,-2246425.8
1247430,-0.10290019,-496.75974,-2254341.8
1247448,0.15473986,-496.29318,-2263279.2
1247464,0.28532392,-492.77267,-2271191.8
1247481,0.32767436,-487.5622,-2279524.5
1247498,0.32908463,-481.97974,-2287765.5
1247514,0.3019308,-476.9316,-2295436.8
1247531,0.6256384,-469.04727,-2303477.5
1247547,0.3518631,-461.22726,-2310919.8
1247564,0.18759786,-456.64185,-2318721.8
1247581,0.0,-455.04727,-2326471.0
1247598,0.0,-455.04727,-2334206.8
1247615,0.0,-455.04727,-2341942.5
1247632,0.0,-455.04727,-2349678.2
1247647,0.0,-455.04727,-2356504.0
1247662,-0.050000012,-455.04727,-2362874.8
1247682,0.0,-455.54727,-2372436.0
1247699,0.0,-455.54727,-2380180.2
1247716,0.0,-455.54727,-2387924.5
1247731,0.0,-455.54727,-2394757.8
1247748,0.0,-455.54727,-2402502.0
1247764,0.0,-455.54727,-2409790.8
1247781,0.0,-455.54727,-2417535.0
1247798,0.0,-455.54727,-2425279.2
1247815,0.0,-455.54727,-2433023.5
1247830,0.0,-455.54727,-2439856.8
1247848,0.0,-455.54727,-2448056.5
1247864,0.0,-455.54727,-2455345.2
1247880,0.0,-455.54727,-2462634.0
1247898,-0.050000012,-455.54727,-2470378.2
1247915,0.0,-455.97226,-2478582.0
1247932,-0.050000012,-455.97226,-2485877.5
1247948,0.0,-456.37225,-2493632.5
1247963,0.0,-456.37225,-2500478.0
1247982,0.0,-456.37225,-2509149.0
1247999,0.0,-456.37225,-2516907.2
1248014,0.0,-456.37225,-2523752.8
1248031,0.0,-456.37225,-2531511.0
1248047,0.0,-456.37225,-2538813.0
1248063,0.0,-456.37225,-2546115.0
1248080,0.0,-456.37225,-2553873.2
1248098,0.0,-456.37225,-2562088.0
1248114,0.0,-456.37225,-2569390.0
1248131,0.0,-456.37225,-2577148.2
1248146,0.0,-456.37225,-2583993.8
1248163,0.0,-456.37225,-2591752.0
1248180,-0.050000012,-456.37225,-2599054.0
1248198,0.0,-456.82227,-2607729.2
1248213,0.0,-456.82227,-2614581.5
1248230,0.0,-456.82227,-2622347.5
1248248,0.0,-456.82227,-2630570.2
1248265,-0.17000002,-456.82227,-2637879.5
1248281,-0.10952001,-459.0584,-2645664.5
1248298,-0.07999998,-460.66904,-2652562.5
1248313,0.0,-461.26904,-2660399.0
1248330,0.0,-461.26904,-2668240.5
1248346,0.0,-461.26904,-2675620.8
1248363,0.0,-461.26904,-2683462.2
1248380,0.0,-461.26904,-2691303.8
1248397,0.0,-461.26904,-2699145.2
1248414,0.0,-461.26904,-2706986.8
1248431,-0.060000002,-461.26904,-2714367.0
1248447,0.0,-461.74905,-2722212.8
1248463,0.0,-461.74905,-2729600.8
1248481,0.0,-461.74905,-2737912.2
1248498,-0.06999999,-461.74905,-2745300.2
1248513,0.0,-462.27405,-2752692.5
1248530,0.0,-462.27405,-2760551.2
1248548,0.0,-462.27405,-2768872.2
1248564,-0.04000002,-462.27405,-2775806.2
1248581,0.00999999,-462.59406,-2783667.8
1248598,0.0,-462.50906,-2791993.8
1248615,0.112479985,-461.55298,-2799848.2
1248631,0.0,-460.65314,-2807226.0
1248649,0.0,-460.65314,-2815517.8
1248665,0.0,-460.65314,-2822888.2
1248682,0.0,-460.65314,-2830719.2
1248699,-0.029999971,-460.65314,-2837629.0
1248713,0.0,-460.86313,-2845001.2
1248731,0.0,-460.86313,-2853296.8
1248747,0.0,-460.86313,-2860670.5
1248764,0.0,-460.86313,-2868505.2
1248780,0.0,-460.86313,-2875879.0
1248797,0.0,-460.86313,-2883713.8
1248814,0.0,-460.86313,-2891548.5
1248831,0.0,-460.86313,-2899383.2
1248847,0.0,-460.86313,-2906757.0
1248864,0.0,-460.86313,-2914591.8
1248882,0.0,-460.86313,-2922887.2
1248898,0.0,-460.86313,-2930261.0
1248915,0.0,-460.86313,-2938095.8
1248931,0.0,-460.86313,-2945469.5
1248947,0.0,-460.86313,-2952843.2
1248964,0.0,-460.86313,-2960678.0
1248981,0.0,-460.86313,-2968512.8
1248998,0.0,-460.86313,-2976347.5
1249015,0.0,-460.86313,-2984182.2
1249032,0.0,-460.86313,-2992017.0
1249047,0.0,-460.86313,-2998930.0
1249064,0.0,-460.86313,-3006764.8
1249081,0.0,-460.86313,-3014599.5
1249097,0.0,-460.86313,-3021973.2
1249114,-0.10752,-461.77704,-3029815.8
1249131,-0.11203201,-463.64322,-3037681.8
1249148,0.0,-464.5955,-3045571.8
1249164,0.0,-464.5955,-3053005.2
1249181,0.0,-464.5955,-3060903.2
1249197,0.0,-464.5955,-3068336.8
1249214,0.0,-464.5955,-3076234.8
1249229,-0.050000012,-464.5955,-3082274.5
1249246,0.0,-465.02048,-3091105.8
1249264,0.0,-465.02048,-3099476.0
1249280,0.0,-465.02048,-3106916.2
1249298,0.0,-465.02048,-3115286.5
1249314,0.0,-465.02048,-3122726.8
1249331,0.0,-465.02048,-3130632.0
1249348,0.0,-465.02048,-3138537.2
1249365,0.0,-465.02048,-3146442.5
1249380,0.0,-465.02048,-3153417.8
1249397,0.0,-465.02048,-3161323.0
1249414,0.0,-465.02048,-3169228.2
1249431,0.0,-465.02048,-3177133.5
1249448,0.0,-465.02048,-3185038.8
1249466,0.0,-465.02048,-3193409.0
1249481,-0.089999974,-465.02048,-3199919.2
1249498,0.0,-465.7855,-3208296.5
1249515,0.0,-465.7855,-3216214.8
1249530,0.0,-465.7855,-3223201.5
1249547,0.0,-465.7855,-3231119.8
1249563,0.0,-465.7855,-3238572.2
1249581,0.0,-465.7855,-3246956.5
1249597,0.0,-465.7855,-3254409.0
1249615,-0.04000002,-465.7855,-3262327.2
1249631,0.0,-466.1055,-3270248.2
1249647,0.0,-466.1055,-3277706.0
1249664,0.0,-466.1055,-3285629.8
1249681,0.0,-466.1055,-3293553.5
1249698,0.0,-466.1055,-3301477.2
1249715,0.0,-466.1055,-3309401.0
1249730,0.0,-466.1055,-3316392.5
1249746,0.0,-466.1055,-3323850.2
1249763,0.0,-466.1055,-3331774.0
1249781,0.0,-466.1055,-3340164.0
1249797,0.0,-466.1055,-3347621.8
1249813,0.0,-466.1055,-3355079.5
1249831,0.0,-466.1055,-3363469.5
1249847,0.0,-466.1055,-3370927.2
1249864,0.0,-466.1055,-3378851.0
1249880,0.0,-466.1055,-3386308.8
1249897,0.0,-466.1055,-3394232.5
1249915,0.0,-466.1055,-3402622.5
1249930,0.0,-466.1055,-3409614.0
1249948,-0.26,-466.1055,-3417537.8
1249965,-0.35152,-471.3034,-3425974.5
1249981,-0.286432,-476.407,-3433556.2
1249997,-0.16737922,-480.0375,-3441207.8
1250016,-0.11194752,-482.6911,-3450353.8
1250031,0.0,-483.5307,-3457600.5
1250048,0.0,-483.5307,-3465820.5
1250063,0.0,-483.5307,-3473073.5
1250082,0.0,-483.5307,-3482260.5
1250099,0.0,-483.5307,-3490480.5
1250113,0.0,-483.5307,-3497250.0
1250130,0.0,-483.5307,-3505470.0
1250148,0.0,-483.5307,-3514173.5
1250164,0.0,-483.5307,-3521910.0
1250180,0.0,-483.5307,-3529646.5
1250198,0.0,-483.5307,-3538350.0
1250213,0.0,-483.5307,-3545603.0
1250231,-0.089999974,-483.5307,-3553823.0
1250247,0.0,-484.2507,-3562049.2
1250263,0.0,-484.2507,-3569797.2
1250281,0.0,-484.2507,-3578513.8
1250297,0.0,-484.2507,-3586261.8
1250314,0.0,-484.2507,-3594494.0
1250331,0.0,-484.2507,-3602242.0
1250347,0.0,-484.2507,-3610474.2
1250364,0.0,-484.2507,-3618706.5
1250381,0.0,-484.2507,-3626938.8
1250399,0.0,-484.2507,-3635655.2
1250415,-0.04000002,-484.2507,-3642434.8
1250432,0.0,-484.5907,-3651638.8
1250447,0.0,-484.5907,-3658907.5
1250464,0.0,-484.5907,-3667145.5
1250480,0.0,-484.5907,-3674899.0
1250497,0.0,-484.5907,-3683137.0
1250514,0.0,-484.5907,-3691375.0
1250531,0.0,-484.5907,-3699613.0
1250550,0.0,-484.5907,-3708820.2
1250564,0.0,-484.5907,-3715604.5
1250580,0.0,-484.5907,-3723358.0
1250597,0.0,-484.5907,-3731596.0
1250614,0.14848,-483.3286,-3739823.2
1250631,0.0,-482.06653,-3748029.0
1250648,0.0,-482.06653,-3756224.2
1250665,-0.04000002,-482.06653,-3763937.2
1250682,0.0,-482.40652,-3772617.5
1250698,0.0,-482.40652,-3780336.0
1250714,0.0,-482.40652,-3788054.5
1250731,0.0,-482.40652,-3796255.5
1250748,0.0,-482.40652,-3804456.5
1250766,-0.060000002,-482.40652,-3812657.5
1250780,0.0,-482.82654,-3819896.8
1250799,0.0,-482.82654,-3829070.5
1250814,-0.029999971,-482.82654,-3835830.0
1250831,-0.01999998,-483.06653,-3844040.0
1250847,0.0,-483.22653,-3852253.5
1250864,0.0,-483.22653,-3860468.2
1250881,0.0,-483.22653,-3868683.0
1250897,0.0,-483.22653,-3876414.5
1250914,-0.01999998,-483.22653,-3884146.0
1250932,-0.04000002,-483.39655,-3892845.5
1250947,0.0,-483.69653,-3900582.2
1250965,0.0,-483.69653,-3909288.8
1250981,-0.029999971,-483.69653,-3916544.2
1250997,0.0,-483.93652,-3924769.2
1251013,0.0,-483.93652,-3932512.2
1251030,0.0,-483.93652,-3940739.2
1251048,-0.029999971,-483.93652,-3948966.2
1251064,0.0,-484.1765,-3957195.2
1251081,0.0,-484.1765,-3965426.2
1251098,0.0,-484.1765,-3973657.2
1251115,0.0,-484.1765,-3981888.2
1251132,0.0,-484.1765,-3990119.2
1251149,0.0,-484.1765,-3998350.2
1251163,0.0,-484.1765,-4005128.8
1251180,0.0,-484.1765,-4013359.8
1251198,0.0,-484.1765,-4022075.0
1251215,0.0,-484.1765,-4030306.0
1251231,0.0,-484.1765,-4038052.8
1251248,0.0,-484.1765,-4046283.8
1251264,0.0,-484.1765,-4054030.5
1251280,0.0,-484.1765,-4061777.2
1251296,0.0,-484.1765,-4069524.0
1251315,-0.04000002,-484.1765,-4078239.2
1251330,0.0,-484.4765,-4085988.5
1251347,0.0,-484.4765,-4094224.5
1251363,0.0,-484.4765,-4101976.0
1251380,0.0,-484.4765,-4110212.0
1251393,-0.00999999,-484.4765,-4116025.8
1251411,-0.029999971,-484.5615,-4124747.0
1251433,0.0,-484.89148,-4135895.8
1251450,0.0,-484.89148,-4144139.0
1251467,-0.029999971,-484.89148,-4151897.2
1251483,0.0,-485.13147,-4160142.5
1251499,0.0,-485.13147,-4167904.5
1251517,0.0,-485.13147,-4176636.8
1251533,0.0,-485.13147,-4184398.8
1251550,0.0,-485.13147,-4192646.0
1251567,0.0,-485.13147,-4200893.0
1251583,0.0,-485.13147,-4208655.0
1251600,0.0,-485.13147,-4216902.0
1251618,-0.01999998,-485.13147,-4225149.0
1251634,0.0,-485.29147,-4233397.5
1251651,0.0,-485.29147,-4241647.5
1251668,0.0,-485.29147,-4249897.5
1251683,0.0,-485.29147,-4257177.0
1251700,0.0,-485.29147,-4265427.0
1251716,0.0,-485.29147,-4273191.5
1251733,0.0,-485.29147,-4281441.5
1251751,-0.01999998,-485.29147,-4289691.5
1251767,-0.01999998,-485.44147,-4297457.5
1251783,0.0,-485.60147,-4305711.5
1251800,0.0,-485.60147,-4313966.5
1251816,0.0,-485.60147,-4321736.0
1251834,0.0,-485.60147,-4330477.0
1251851,-0.01999998,-485.60147,-4338246.5
1251866,0.0,-485.75146,-4346017.5
1251883,0.0,-485.75146,-4354275.5
1251900,0.0,-485.75146,-4362533.5
1251915,0.0,-485.75146,-4369820.0
1251932,0.0,-485.75146,-4378078.0
1251950,0.0,-485.75146,-4386821.5
1251967,0.0,-485.75146,-4395079.5
1251982,0.0,-485.75146,-4402366.0
1251999,0.0,-485.75146,-4410624.0
1252016,0.0,-485.75146,-4418882.0
1252032,0.0,-485.75146,-4426654.0
1252048,0.0,-485.75146,-4434426.0
1252066,0.0,-485.75146,-4443169.5
1252082,0.0,-485.75146,-4450941.5
1252099,0.0,-485.75146,-4459199.5
1252117,-0.01999998,-485.75146,-4467457.5
1252134,-0.029999971,-485.91147,-4475716.5
1252150,0.0,-486.15146,-4483979.0
1252166,0.0,-486.15146,-4491757.5
1252182,0.0,-486.15146,-4499536.0
1252200,-0.01999998,-486.15146,-4507800.5
1252216,0.0,-486.31146,-4516066.5
1252233,0.0,-486.31146,-4524334.0
1252250,0.0,-486.31146,-4532601.5
1252267,0.0,-486.31146,-4540869.0
1252282,0.0,-486.31146,-4548163.5
1252300,0.0,-486.31146,-4556917.0
1252317,0.0,-486.31146,-4565184.5
1252334,0.0,-486.31146,-4573452.0
1252351,0.0,-486.31146,-4581719.5
1252365,0.0,-486.31146,-4588528.0
1252382,0.0,-486.31146,-4596795.5
1252399,0.0,-486.31146,-4605063.0
1252417,0.0,-486.31146,-4613816.5
1252434,0.0,-486.31146,-4622084.0
1252449,0.0,-486.31146,-4629378.5
1252466,0.0,-486.31146,-4637646.0
1252483,0.0,-486.31146,-4645913.5
1252500,0.0,-486.31146,-4654181.0
1252517,0.0,-486.31146,-4662448.5
1252533,0.0,-486.31146,-4670229.5
1252550,0.112479985,-485.35538,-4678488.5
1252567,0.467968,-480.42157,-4686697.5
1252583,0.5572608,-472.21973,-4694318.5
1252598,0.5,-464.029,-4701340.5
1252615,0.36138192,-456.41113,-4709164.0
1252632,0.20530917,-451.59427,-4716882.0
1252650,0.0,-449.7465,-4724994.0
1252667,-0.12352001,-450.79642,-4732648.5
1252684,-0.261632,-454.07022,-4740340.0
1252699,-0.3884992,-458.9462,-4747187.5
1252716,-0.5206196,-466.6737,-4755055.5
1252733,-0.6638918,-476.74207,-4763074.5
1252750,-0.76985514,-488.92892,-4771282.5
1252765,-0.8134332,-500.8036,-4778705.5
1252783,-0.79157996,-515.2487,-4787850.0
1252800,-0.60646796,-527.13214,-4796710.0
1252817,-0.27540076,-534.62805,-4805735.0
1252833,0.13923952,-535.71735,-4814298.0
1252850,0.5480237,-529.8756,-4823355.5
1252867,0.7612942,-518.7464,-4832269.0
1252885,0.83000004,-505.5327,-4840975.5
1252899,0.74648005,-494.49734,-4848475.5
1252917,0.600368,-482.3757,-4857267.5
1252934,0.4167008,-473.73062,-4865394.5
1252950,0.21050051,-468.713,-4872934.0
1252965,0.0,-467.13425,-4879953.0
1252984,-0.16752002,-468.72568,-4888843.5
1253000,-0.324032,-472.65808,-4896374.5
1253015,-0.46993923,-478.61285,-4903509.0
1253034,-0.60948354,-488.86737,-4912700.0
1253051,-0.7172102,-500.14426,-4921106.5
1253065,-0.7618461,-510.49765,-4928181.0
1253085,-0.75262773,-525.6424,-4938542.5
1253100,-0.59909666,-535.78033,-4946503.0
1253116,-0.302978,-542.99695,-4955133.0
1253133,0.0,-545.57227,-4964386.0
1253150,0.36847997,-542.4402,-4973634.0
1253167,0.58556795,-534.33075,-4982786.5
1253183,0.6598208,-524.3676,-4991256.0
1253200,0.6403725,-513.316,-5000076.5
1253217,0.5647035,-503.07285,-5008716.0
1253233,0.4473021,-494.9768,-5016700.5
1253250,0.3088613,-488.5494,-5025060.5
1253267,0.16179676,-484.54883,-5033332.0
1253284,0.0,-483.17355,-5041557.5
1253300,-0.13152,-484.2257,-5049296.5
1253318,-0.25443202,-487.69928,-5058044.0
1253332,-0.3721792,-492.08557,-5064902.5
1253349,-0.48282754,-499.35312,-5073329.5
1253367,-0.57321656,-508.8575,-5082403.5
1253382,-0.60344994,-517.6825,-5090102.5
1253399,-0.58158994,-527.7553,-5098988.5
1253416,-0.49647397,-536.9188,-5108038.0
1253432,-0.3694044,-543.8458,-5116684.0
1253452,-0.17716265,-549.3115,-5127615.5
1253465,0.0,-550.4631,-5134764.0
1253483,0.20847999,-548.58673,-5144655.5
1253499,0.38156796,-543.86633,-5153395.0
1253516,0.54142076,-536.02094,-5162574.0
1253533,0.6333325,-526.0355,-5171601.5
1253549,0.6364795,-515.877,-5179937.0
1253566,0.5543677,-505.75482,-5188621.0
1253583,0.17999995,-498.0471,-5196651.5
1253601,-0.050000012,-496.5171,-5205602.5
1253618,-0.117520005,-497.941,-5214552.5
1253634,-0.22203201,-500.65744,-5222541.5
1253652,-0.32873923,-505.61438,-5231598.0
1253667,-0.4287635,-511.29565,-5239225.0
1253685,-0.5487782,-520.0935,-5248507.5
1253701,-0.6527869,-529.70605,-5256906.0
1253718,-0.7031922,-541.2319,-5266009.0
1253736,-0.66999996,-553.1372,-5275311.0
1253752,-0.61752,-563.4374,-5284802.0
1253768,-0.522032,-572.5538,-5293890.0
1253785,-0.40073922,-580.39734,-5303690.0
1253802,-0.25596353,-585.9793,-5313604.0
1253819,0.0,-588.155,-5323584.0
1253834,0.23248,-586.41144,-5332393.0
1253853,0.46796802,-579.7572,-5343471.5
1253868,0.6452608,-571.40796,-5352105.0
1253885,0.7636365,-559.4323,-5361717.0
1253902,0.8186619,-545.9828,-5371113.0
1253918,0.7956772,-533.06805,-5379745.5
1253935,0.70588636,-520.30475,-5388699.0
1253952,0.5400118,-509.7146,-5397454.0
1253968,0.3604871,-502.51062,-5405552.0
1253985,0.16477227,-498.04593,-5414056.5
1254002,0.0,-496.64536,-5422511.5
1254018,-0.18352,-498.11353,-5430469.5
1254035,-0.66999996,-502.57074,-5438475.0
1254049,-0.74952,-512.5074,-5446088.0
1254068,-0.869232,-527.88556,-5455971.5
1254085,-0.95705926,-543.40906,-5465077.5
1254101,-1.0017556,-559.0796,-5473897.5
1254119,-1.0285734,-577.35254,-5484125.5
1254134,-1.0046641,-592.6018,-5492900.0
1254151,-0.85831845,-608.43713,-5503109.0
1254168,-0.5465111,-620.3782,-5513554.0
1254185,0.59000003,-625.6737,-5523522.5
1254202,0.65448,-615.09564,-5534689.5
1254218,0.95316803,-602.23444,-5544428.0
1254235,1.26,-586.03,-5553934.0
